"CLIENT_ID","IS_INTERESTED_INVESTMENT","IS_INTERESTED_BUILD_CREDIT","IS_INTERESTED_INCREASE_INCOME","IS_INTERESTED_PAY_OFF_DEBT","IS_INTERESTED_MANAGE_SPENDING","IS_INTERESTED_GROW_SAVINGS"
981,false,false,false,false,false,false
982,false,true,false,false,true,false
983,false,false,false,false,false,false
984,true,false,true,false,true,false
985,false,false,false,false,false,false
986,false,false,false,false,false,false
987,false,false,true,false,false,false
988,false,false,false,false,false,false
989,false,false,false,false,false,false
990,false,true,false,true,false,false
991,false,false,false,false,false,false
992,false,true,false,false,false,false
993,false,false,false,false,false,false
994,false,false,false,false,false,false
995,false,false,false,false,false,false
996,false,false,false,false,false,false
997,false,false,false,false,false,false
998,false,true,false,false,false,false
999,false,false,false,false,false,false
1000,false,false,false,false,false,false
